Line	Book	Chapter	Verse	Scripture
4237	Act 	13	19	καὶ καθελὼν ἔθνη ἑπτὰ ἐν γῇ Χανάαν κατεκληροδότησεν αὐτοίς τὴν γῆν αὐτῶν 
4238	Act 	13	20	καὶ μετὰ ταῦτα ὡς ἔτεσιν τετρακοσίοις καὶ πεντήκοντα ἔδωκεν κριτὰς ἕως Σαμουὴλ τοῦ προφήτου 
4239	Act 	13	21	κἀκεῖθεν ᾐτήσαντο βασιλέα καὶ ἔδωκεν αὐτοῖς ὁ θεὸς τὸν Σαοὺλ υἱὸν Κίς ἄνδρα ἐκ φυλῆς Βενιαμίν ἔτη τεσσαράκοντα 
4240	Act 	13	22	καὶ μεταστήσας αὐτὸν ἤγειρεν αὐτοῖς τὸν Δαβὶδ εἰς βασιλέα ᾧ καὶ εἶπεν μαρτυρήσας Εὗρον Δαβὶδ τὸν τοῦ Ἰεσσαί ἄνδρα κατὰ τὴν καρδίαν μου ὃς ποιήσει πάντα τὰ θελήματά μου 
4241	Act 	13	23	τούτου ὁ θεὸς ἀπὸ τοῦ σπέρματος κατ' ἐπαγγελίαν ἤγειρεν τῷ Ἰσραὴλ σωτῆρα Ἰησοῦν 
4242	Act 	13	24	προκηρύξαντος Ἰωάννου πρὸ προσώπου τῆς εἰσόδου αὐτοῦ βάπτισμα μετανοίας παντὶ τῷ λαῷ Ἰσραήλ 
4243	Act 	13	25	ὡς δὲ ἐπλήρου ὁ Ἰωάννης τὸν δρόμον ἔλεγεν Τίνα με ὑπονοεῖτε εἶναι οὐκ εἰμὶ ἐγώ.  ἀλλ' ἰδού, ἔρχεται μετ' ἐμὲ οὗ οὐκ εἰμὶ ἄξιος τὸ ὑπόδημα τῶν ποδῶν λῦσαι 
4244	Act 	13	26	Ἄνδρες ἀδελφοί υἱοὶ γένους Ἀβραὰμ καὶ οἱ ἐν ὑμῖν φοβούμενοι τὸν θεόν ὑμῖν ὁ λόγος τῆς σωτηρίας ταύτης ἀπεστάλη 
4245	Act 	13	27	οἱ γὰρ κατοικοῦντες ἐν Ἰερουσαλὴμ καὶ οἱ ἄρχοντες αὐτῶν τοῦτον ἀγνοήσαντες καὶ τὰς φωνὰς τῶν προφητῶν τὰς κατὰ πᾶν σάββατον ἀναγινωσκομένας κρίναντες ἐπλήρωσαν 
4246	Act 	13	28	καὶ μηδεμίαν αἰτίαν θανάτου εὑρόντες ᾐτήσαντο Πιλᾶτον ἀναιρεθῆναι αὐτόν 
4247	Act 	13	29	ὡς δὲ ἐτέλεσαν ἅπαντα τὰ περὶ αὐτοῦ γεγραμμένα καθελόντες ἀπὸ τοῦ ξύλου ἔθηκαν εἰς μνημεῖον 
4248	Act 	13	30	ὁ δὲ θεὸς ἤγειρεν αὐτὸν ἐκ νεκρῶν 
4249	Act 	13	31	ὃς ὤφθη ἐπὶ ἡμέρας πλείους τοῖς συναναβᾶσιν αὐτῷ ἀπὸ τῆς Γαλιλαίας εἰς Ἰερουσαλήμ οἵτινες εἰσιν μάρτυρες αὐτοῦ πρὸς τὸν λαόν 
4250	Act 	13	32	καὶ ἡμεῖς ὑμᾶς εὐαγγελιζόμεθα τὴν πρὸς τοὺς πατέρας ἐπαγγελίαν γενομένην 
4251	Act 	13	33	ὅτι ταύτην ὁ θεὸς ἐκπεπλήρωκεν τοῖς τέκνοις αὐτῶν ἡμῖν ἀναστήσας Ἰησοῦν ὡς καὶ ἐν τῷ ψαλμῷ τῷ δευτέρῳ γέγραπται Υἱός μου εἶ σύ ἐγὼ σήμερον γεγέννηκά σε 
4252	Act 	13	34	ὅτι δὲ ἀνέστησεν αὐτὸν ἐκ νεκρῶν μηκέτι μέλλοντα ὑποστρέφειν εἰς διαφθοράν οὕτως εἴρηκεν ὅτι Δώσω ὑμῖν τὰ ὅσια Δαβὶδ τὰ πιστά 
4253	Act 	13	35	διό καὶ ἐν ἑτέρῳ λέγει Οὐ δώσεις τὸν ὅσιόν σου ἰδεῖν διαφθοράν 
4254	Act 	13	36	Δαβὶδ μὲν γὰρ ἰδίᾳ γενεᾷ ὑπηρετήσας τῇ τοῦ θεοῦ βουλῇ ἐκοιμήθη καὶ προσετέθη πρὸς τοὺς πατέρας αὐτοῦ καὶ εἶδεν διαφθοράν.  
4255	Act 	13	37	ὃν δὲ ὁ θεὸς ἤγειρεν οὐκ εἶδεν διαφθοράν 
4256	Act 	13	38	γνωστὸν οὖν ἔστω ὑμῖν ἄνδρες ἀδελφοί ὅτι διὰ τούτου ὑμῖν ἄφεσις ἁμαρτιῶν καταγγέλλεται 
4257	Act 	13	39	καί ἀπό πάντων ὤν οὐκ ἠδυνήθητε ἐν τῷ νόμῳ Μωσέως δικαιωθῆναι ἐν τούτῳ πᾶς ὁ πιστεύων δικαιοῦται 
4258	Act 	13	40	βλέπετε οὖν μὴ ἐπέλθῃ ἐφ' ὑμᾶς τὸ εἰρημένον ἐν τοῖς προφήταις 
4259	Act 	13	41	Ἴδετε οἱ καταφρονηταί καὶ θαυμάσατε καὶ ἀφανίσθητε ὅτι ἔργον ἐγὼ ἐργάζομαι ἐν ταῖς ἡμέραις ὑμῶν ἔργον ὣ οὐ μὴ πιστεύσητε ἐάν τις ἐκδιηγῆται ὑμῖν 
4260	Act 	13	42	Ἐξιόντων δὲ ἐκ τὴς συναγωγῆς τῶν Ἰουδαίων, παρεκάλουν τὰ ἔθνη εἰς τὸ μεταξὺ σάββατον λαληθῆναι αὐτοῖς τὰ ῥήματα ταῦτα 
4261	Act 	13	43	λυθείσης δὲ τῆς συναγωγῆς ἠκολούθησαν πολλοὶ τῶν Ἰουδαίων καὶ τῶν σεβομένων προσηλύτων τῷ Παύλῳ καὶ τῷ Βαρναβᾷ οἵτινες προσλαλοῦντες αὐτοῖς ἔπειθον αὐτοὺς ἐπιμένειν τῇ χάριτι τοῦ θεοῦ 
4262	Act 	13	44	Τῷ δὲ ἐρχομένῳ σαββάτῳ σχεδὸν πᾶσα ἡ πόλις συνήχθη ἀκοῦσαι τὸν λόγον τοῦ Θεοῦ 
4263	Act 	13	45	ἰδόντες δὲ οἱ Ἰουδαῖοι τοὺς ὄχλους ἐπλήσθησαν ζήλου καὶ ἀντέλεγον τοῖς ὑπὸ τοῦ Παύλου λεγομένοις ἀντιλέγοντες καὶ βλασφημοῦντες 
4264	Act 	13	46	παρρησιασάμενοί δὲ ὁ Παῦλος καὶ ὁ Βαρναβᾶς εἶπον, Ὑμῖν ἦν ἀναγκαῖον πρῶτον λαληθῆναι τὸν λόγον τοῦ θεοῦ.  ἐπειδὴ δὲ ἀπωθεῖσθε αὐτὸν καὶ οὐκ ἀξίους κρίνετε ἑαυτοὺς τῆς αἰωνίου ζωῆς ἰδού, στρεφόμεθα εἰς τὰ ἔθνη 
4265	Act 	13	47	οὕτως γὰρ ἐντέταλται ἡμῖν ὁ κύριος Τέθεικά σε εἰς φῶς ἐθνῶν τοῦ εἶναί σε εἰς σωτηρίαν ἕως ἐσχάτου τῆς γῆς 
4266	Act 	13	48	ἀκούοντα δὲ τὰ ἔθνη ἔχαιρον καὶ ἐδόξαζον τὸν λόγον τοῦ κυρίου καὶ ἐπίστευσαν ὅσοι ἦσαν τεταγμένοι εἰς ζωὴν αἰώνιον.  
4267	Act 	13	49	διεφέρετο δὲ ὁ λόγος τοῦ κυρίου δι' ὅλης τῆς χώρας 
4268	Act 	13	50	οἱ δὲ Ἰουδαῖοι παρώτρυναν τὰς σεβομένας γυναῖκας καὶ τὰς εὐσχήμονας καὶ τοὺς πρώτους τῆς πόλεως καὶ ἐπήγειραν διωγμὸν ἐπὶ τὸν Παῦλον καὶ τὸν Βαρναβᾶν καὶ ἐξέβαλον αὐτοὺς ἀπὸ τῶν ὁρίων αὐτῶν 
4269	Act 	13	51	οἱ δὲ ἐκτιναξάμενοι τὸν κονιορτὸν τῶν ποδῶν αὐτῶν ἐπ' αὐτοὺς ἦλθον εἰς Ἰκόνιον 
4270	Act 	13	52	οἵ δὲ μαθηταὶ ἐπληροῦντο χαρᾶς καὶ πνεύματος ἁγίου 
4271	Act 	14	1	Ἐγένετο δὲ ἐν Ἰκονίῳ κατὰ τὸ αὐτὸ εἰσελθεῖν αὐτοὺς εἰς τὴν συναγωγὴν τῶν Ἰουδαίων καὶ λαλῆσαι οὕτως ὥστε πιστεῦσαι Ἰουδαίων τε καὶ Ἑλλήνων πολὺ πλῆθος 
4272	Act 	14	2	οἱ δὲ ἀπειθοῦντες Ἰουδαῖοι ἐπήγειραν καὶ ἐκάκωσαν τὰς ψυχὰς τῶν ἐθνῶν κατὰ τῶν ἀδελφῶν 
4273	Act 	14	3	ἱκανὸν μὲν οὖν χρόνον διέτριψαν παρρησιαζόμενοι ἐπὶ τῷ κυρίῳ τῷ μαρτυροῦντι τῷ λόγῳ τῆς χάριτος αὐτοῦ καὶ διδόντι σημεῖα καὶ τέρατα γίνεσθαι διὰ τῶν χειρῶν αὐτῶν 
4274	Act 	14	4	ἐσχίσθη δὲ τὸ πλῆθος τῆς πόλεως καὶ οἱ μὲν ἦσαν σὺν τοῖς Ἰουδαίοις οἱ δὲ σὺν τοῖς ἀποστόλοις 
4275	Act 	14	5	ὡς δὲ ἐγένετο ὁρμὴ τῶν ἐθνῶν τε καὶ Ἰουδαίων σὺν τοῖς ἄρχουσιν αὐτῶν ὑβρίσαι καὶ λιθοβολῆσαι αὐτούς 
4276	Act 	14	6	συνιδόντες κατέφυγον εἰς τὰς πόλεις τῆς Λυκαονίας Λύστραν καὶ Δέρβην καὶ τὴν περίχωρον 
4277	Act 	14	7	κἀκεῖ ἦσαν εὐαγγελιζόμενοι 
4278	Act 	14	8	Καί τις ἀνὴρ ἐν Λύστροις ἀδύνατος τοῖς ποσὶν ἐκάθητο χωλὸς ἐκ κοιλίας μητρὸς αὐτοῦ ὑπάρχων, ὃς οὐδέποτε περιπεπατήκει 
4279	Act 	14	9	οὗτος ἤκουεν τοῦ Παύλου λαλοῦντος.  ὃς ἀτενίσας αὐτῷ καὶ ἰδὼν ὅτι πίστιν ἔχει τοῦ σωθῆναι 
4280	Act 	14	10	εἶπεν μεγάλῃ τῇ φωνῇ Ἀνάστηθι ἐπὶ τοὺς πόδας σου ὀρθός καὶ ἥλλετο καὶ περιεπάτει 
4281	Act 	14	11	οἵ δὲ ὄχλοι ἰδόντες ὃ ἐποίησεν ὃ Παῦλος ἐπῆραν τὴν φωνὴν αὐτῶν Λυκαονιστὶ λέγοντες Οἱ θεοὶ ὁμοιωθέντες ἀνθρώποις κατέβησαν πρὸς ἡμᾶς 
4282	Act 	14	12	ἐκάλουν τε τὸν μὲν Βαρναβᾶν Δία τὸν δὲ Παῦλον Ἑρμῆν ἐπειδὴ αὐτὸς ἦν ὁ ἡγούμενος τοῦ λόγου 
4283	Act 	14	13	ὅ δέ ἱερεὺς τοῦ Διὸς τοῦ ὄντος πρὸ τῆς πόλεως αὐτῶν, ταύρους καὶ στέμματα ἐπὶ τοὺς πυλῶνας ἐνέγκας σὺν τοῖς ὄχλοις ἤθελεν θύειν 
4284	Act 	14	14	ἀκούσαντες δὲ οἱ ἀπόστολοι Βαρναβᾶς καὶ Παῦλος διαρρήξαντες τὰ ἱμάτια αὐτῶν εἰσεπήδησαν εἰς τὸν ὄχλον κράζοντες 
4285	Act 	14	15	καὶ λέγοντες Ἄνδρες τί ταῦτα ποιεῖτε καὶ ἡμεῖς ὁμοιοπαθεῖς ἐσμεν ὑμῖν ἄνθρωποι εὐαγγελιζόμενοι ὑμᾶς ἀπὸ τούτων τῶν ματαίων ἐπιστρέφειν ἐπὶ τὸν θεὸν τὸν ζῶντα ὃς ἐποίησεν τὸν οὐρανὸν καὶ τὴν γῆν καὶ τὴν θάλασσαν καὶ πάντα τὰ ἐν αὐτοῖς.  
4286	Act 	14	16	ὃς ἐν ταῖς παρῳχημέναις γενεαῖς εἴασεν πάντα τὰ ἔθνη πορεύεσθαι ταῖς ὁδοῖς αὐτῶν.  
4287	Act 	14	17	καὶ τοι γε οὐκ ἀμάρτυρον ἑαυτὸν ἀφῆκεν ἀγαθοποιῶν, οὐρανόθεν ἡμῖν ὑετοὺς διδοὺς καὶ καιροὺς καρποφόρους ἐμπιπλῶν τροφῆς καὶ εὐφροσύνης τὰς καρδίας ἡμῶν 
4288	Act 	14	18	καὶ ταῦτα λέγοντες μόλις κατέπαυσαν τοὺς ὄχλους τοῦ μὴ θύειν αὐτοῖς 
4289	Act 	14	19	Ἐπῆλθον δὲ ἀπὸ Ἀντιοχείας καὶ Ἰκονίου Ἰουδαῖοι καὶ πείσαντες τοὺς ὄχλους καὶ λιθάσαντες τὸν Παῦλον ἔσυρον ἔξω τῆς πόλεως νομίσαντες αὐτὸν τεθνάναι 
4290	Act 	14	20	κυκλωσάντων δὲ αὐτὸν τῶν μαθητῶν ἀναστὰς εἰσῆλθεν εἰς τὴν πόλιν καὶ τῇ ἐπαύριον ἐξῆλθεν σὺν τῷ Βαρναβᾷ εἰς Δέρβην 
4291	Act 	14	21	Εὐαγγελισάμενοί τε τὴν πόλιν ἐκείνην καὶ μαθητεύσαντες ἱκανοὺς ὑπέστρεψαν εἰς τὴν Λύστραν καὶ Ἰκόνιον καὶ Ἀντιόχειαν 
4292	Act 	14	22	ἐπιστηρίζοντες τὰς ψυχὰς τῶν μαθητῶν παρακαλοῦντες ἐμμένειν τῇ πίστει καὶ ὅτι διὰ πολλῶν θλίψεων δεῖ ἡμᾶς εἰσελθεῖν εἰς τὴν βασιλείαν τοῦ θεοῦ 
4293	Act 	14	23	χειροτονήσαντες δὲ αὐτοῖς πρεσβυτέρους κατ' ἐκκλησίαν προσευξάμενοι μετὰ νηστειῶν παρέθεντο αὐτοὺς τῷ κυρίῳ εἰς ὃν πεπιστεύκεισαν 
4294	Act 	14	24	καὶ διελθόντες τὴν Πισιδίαν ἦλθον εἰς Παμφυλίαν 
4295	Act 	14	25	καὶ λαλήσαντες ἐν Πέργῃ τὸν λόγον κατέβησαν εἰς Ἀττάλειαν.  
4296	Act 	14	26	κἀκεῖθεν ἀπέπλευσαν εἰς Ἀντιόχειαν ὅθεν ἦσαν παραδεδομένοι τῇ χάριτι τοῦ θεοῦ εἰς τὸ ἔργον ὃ ἐπλήρωσαν 
4297	Act 	14	27	παραγενόμενοι δὲ καὶ συναγαγόντες τὴν ἐκκλησίαν ἀνήγγειλάν ὅσα ἐποίησεν ὁ θεὸς μετ' αὐτῶν καὶ ὅτι ἤνοιξεν τοῖς ἔθνεσιν θύραν πίστεως 
4298	Act 	14	28	διέτριβον δὲ ἐκεῖ χρόνον οὐκ ὀλίγον σὺν τοῖς μαθηταῖς 
4299	Act 	15	1	Καί τινες κατελθόντες ἀπὸ τῆς Ἰουδαίας ἐδίδασκον τοὺς ἀδελφοὺς ὅτι Ἐὰν μὴ περιτέμνησθε τῷ ἔθει Μωϋσέως οὐ δύνασθε σωθῆναι 
4300	Act 	15	2	γενομένης οὖν στάσεως καὶ συζητήσεως οὐκ ὀλίγης τῷ Παύλῳ καὶ τῷ Βαρναβᾷ πρὸς αὐτοὺς ἔταξαν ἀναβαίνειν Παῦλον καὶ Βαρναβᾶν καί τινας ἄλλους ἐξ αὐτῶν πρὸς τοὺς ἀποστόλους καὶ πρεσβυτέρους εἰς Ἰερουσαλὴμ περὶ τοῦ ζητήματος τούτου 
4301	Act 	15	3	Οἱ μὲν οὖν προπεμφθέντες ὑπὸ τῆς ἐκκλησίας διήρχοντο τήν Φοινίκην καὶ Σαμάρειαν ἐκδιηγούμενοι τὴν ἐπιστροφὴν τῶν ἐθνῶν καὶ ἐποίουν χαρὰν μεγάλην πᾶσιν τοῖς ἀδελφοῖς 
4302	Act 	15	4	παραγενόμενοι δὲ εἰς Ἰερουσαλὴμ ἀπεδέχθησαν ὑπὸ τῆς ἐκκλησίας καὶ τῶν ἀποστόλων καὶ τῶν πρεσβυτέρων ἀνήγγειλάν τε ὅσα ὁ θεὸς ἐποίησεν μετ' αὐτῶν 
4303	Act 	15	5	ἐξανέστησαν δέ τινες τῶν ἀπὸ τῆς αἱρέσεως τῶν Φαρισαίων πεπιστευκότες λέγοντες ὅτι δεῖ περιτέμνειν αὐτοὺς παραγγέλλειν τε τηρεῖν τὸν νόμον Μωϋσέως 
4304	Act 	15	6	Συνήχθησάν δὲ οἱ ἀπόστολοι καὶ οἱ πρεσβύτεροι ἰδεῖν περὶ τοῦ λόγου τούτου 
4305	Act 	15	7	πολλῆς δὲ συζητήσεως γενομένης ἀναστὰς Πέτρος εἶπεν πρὸς αὐτούς Ἄνδρες ἀδελφοί ὑμεῖς ἐπίστασθε ὅτι ἀφ' ἡμερῶν ἀρχαίων ὁ θεὸς ἐν ἡμῖν ἐξελέξατο διὰ τοῦ στόματός μου ἀκοῦσαι τὰ ἔθνη τὸν λόγον τοῦ εὐαγγελίου καὶ πιστεῦσαι.  
4306	Act 	15	8	καὶ ὁ καρδιογνώστης θεὸς ἐμαρτύρησεν αὐτοῖς δοὺς αὐτοῖς, τὸ πνεῦμα τὸ ἅγιον καθὼς καὶ ἡμῖν 
4307	Act 	15	9	καὶ οὐδέν διέκρινεν μεταξὺ ἡμῶν τε καὶ αὐτῶν τῇ πίστει καθαρίσας τὰς καρδίας αὐτῶν 
4308	Act 	15	10	νῦν οὖν τί πειράζετε τὸν θεόν ἐπιθεῖναι ζυγὸν ἐπὶ τὸν τράχηλον τῶν μαθητῶν ὃν οὔτε οἱ πατέρες ἡμῶν οὔτε ἡμεῖς ἰσχύσαμεν βαστάσαι 
4309	Act 	15	11	ἀλλὰ διὰ τῆς χάριτος κυρίου Ἰησοῦ Χριστοῦ πιστεύομεν σωθῆναι καθ' ὃν τρόπον κἀκεῖνοι 
4310	Act 	15	12	Ἐσίγησεν δὲ πᾶν τὸ πλῆθος καὶ ἤκουον Βαρναβᾶ καὶ Παύλου ἐξηγουμένων ὅσα ἐποίησεν ὁ θεὸς σημεῖα καὶ τέρατα ἐν τοῖς ἔθνεσιν δι' αὐτῶν 
4311	Act 	15	13	Μετὰ δὲ τὸ σιγῆσαι αὐτοὺς ἀπεκρίθη Ἰάκωβος λέγων, Ἄνδρες ἀδελφοί ἀκούσατέ μου 
4312	Act 	15	14	Συμεὼν ἐξηγήσατο καθὼς πρῶτον ὁ θεὸς ἐπεσκέψατο λαβεῖν ἐξ ἐθνῶν λαὸν ἐπὶ τῷ ὀνόματι αὐτοῦ 
